INSTNM,CITY,STABBR,LATITUDE,LONGITUDE,ADM_RATE,SAT_AVG,TUITIONFEE_IN,TUITIONFEE_OUT
Pat Goins Benton Road Beauty School,Bossier City,LA,32.516422,-93.719361,NULL,NULL,NULL,NULL
Celebrity Stylist Beauty School,Monroe,LA,32.52121,-92.085347,NULL,NULL,NULL,NULL
Pineville Beauty School,Pineville,LA,31.325717,-92.430903,NULL,NULL,NULL,NULL
Aveda Arts & Sciences Institute-Covington,Covington,LA,30.494049,-90.104008,NULL,NULL,NULL,NULL
Saint Joseph Seminary College,St. Benedict,LA,30.526778,-90.113621,NULL,NULL,18230,18230
Vanguard College of Cosmetology-Slidell,Slidell,LA,30.226578,-89.780944,NULL,NULL,NULL,NULL
LaSalle Tech,Houma,LA,29.592656,-90.696772,NULL,NULL,NULL,NULL
Fletcher Technical Community College,Schriever,LA,29.690884,-90.811707,NULL,NULL,3966,7489
Remington College-Lafayette Campus,Lafayette,LA,30.16862,-92.023767,NULL,NULL,15689,15689
SOWELA Technical Community College,Lake Charles,LA,30.217331,-93.16252,NULL,NULL,4185,8522
Stevensons Academy of Hair Design,New Orleans,LA,29.948438,-90.052219,NULL,NULL,NULL,NULL
Southeastern Louisiana University,Hammond,LA,30.514652,-90.468676,0.8963,1105,8165,20643
Southern University and A & M College,Baton Rouge,LA,30.524558,-91.190105,0.3724,1019,9122,16472
Southern University at New Orleans,New Orleans,LA,30.026162,-90.044912,0.3009,925,7033,15934
Southern University at Shreveport,Shreveport,LA,32.545632,-93.834559,NULL,NULL,4350,7650
University of Louisiana at Lafayette,Lafayette,LA,30.212191,-92.020165,0.5599,1202,9912,23640
Northshore Technical Community College,Lacombe,LA,30.379147,-89.899196,NULL,NULL,4103,7612
Tulane University of Louisiana,New Orleans,LA,29.940069,-90.122144,0.1733,1428,54820,54820
Xavier University of Louisiana,New Orleans,LA,29.964162,-90.107307,0.5788,1133,24348,24348
South Central Louisiana Technical College,Morgan City,LA,29.690728,-91.197848,NULL,NULL,2946,4178
Purdue University Global-Lewiston,Lewiston,ME,44.09104,-70.214094,NULL,NULL,14343,14343
College of the Atlantic,Bar Harbor,ME,44.395258,-68.221517,0.6689,NULL,43542,43542
Bates College,Lewiston,ME,44.105299,-70.203333,0.1779,NULL,53794,53794
Beal College,Bangor,ME,44.786465,-68.785428,NULL,NULL,NULL,NULL
Bowdoin College,Brunswick,ME,43.907134,-69.963942,0.1026,NULL,53922,53922
Maine College of Health Professions,Lewiston,ME,44.100458,-70.21732,0.4783,925,12245,12245
Central Maine Community College,Auburn,ME,44.134346,-70.235498,NULL,NULL,3720,6540
Colby College,Waterville,ME,44.564211,-69.66337,0.1306,1437,55210,55210
Eastern Maine Community College,Bangor,ME,44.826048,-68.74445,NULL,NULL,3779,6599
Kennebec Valley Community College,Fairfield,ME,44.594149,-69.61157,NULL,NULL,3817,6637
The Landing School,Arundel,ME,43.380492,-70.503619,NULL,NULL,21315,21315
University of Maine at Augusta,Augusta,ME,44.337746,-69.796396,NULL,NULL,7988,17918
University of Maine at Farmington,Farmington,ME,44.666911,-70.147121,0.8121,NULL,9118,18598
University of Maine at Fort Kent,Fort Kent,ME,47.250389,-68.589319,0.9502,1005,8115,12315
University of Maine at Machias,Machias,ME,44.708803,-67.458025,NULL,NULL,7830,15100
University of Maine,Orono,ME,44.899257,-68.669332,0.9234,1156,11170,30970
Maine Maritime Academy,Castine,ME,44.389654,-68.804347,0.5502,1104,13478,27098
University of Maine at Presque Isle,Presque Isle,ME,46.672285,-68.016343,0.9164,NULL,8035,12235
University of New England,Biddeford,ME,43.458591,-70.38535,0.7982,1146,37620,37620
Northern Maine Community College,Presque Isle,ME,46.694668,-68.034796,NULL,NULL,3741,6561
Empire Beauty School-Maine,Portland,ME,43.667885,-70.258154,NULL,NULL,NULL,NULL
Maine College of Art,Portland,ME,43.655743,-70.261015,0.6137,NULL,35050,35050
Saint Joseph's College of Maine,Standish,ME,43.826314,-70.483373,0.8362,1069,35650,35650
Spa Tech Institute-Westbrook,Westbrook,ME,43.67659,-70.335331,NULL,NULL,NULL,NULL
Southern Maine Community College,South Portland,ME,43.646649,-70.229182,NULL,NULL,3770,6590
University of Southern Maine,Portland,ME,43.662863,-70.274247,0.8543,1050,8918,21294
Thomas College,Waterville,ME,44.524909,-69.664734,NULL,NULL,26900,26900
Unity College,Unity,ME,44.603165,-69.332276,0.9426,NULL,29160,29160
Washington County Community College,Calais,ME,45.165537,-67.243306,NULL,NULL,3722,7444
Allegany College of Maryland,Cumberland,MD,39.652152,-78.730398,NULL,NULL,4220,9290
Anne Arundel Community College,Arnold,MD,39.049813,-76.512223,NULL,NULL,4670,12740
Award Beauty School,Hagerstown,MD,39.640443,-77.720283,NULL,NULL,NULL,NULL
Baltimore Studio of Hair Design,Baltimore,MD,39.293371,-76.620008,NULL,NULL,NULL,NULL
Baltimore City Community College,Baltimore,MD,39.319978,-76.662878,NULL,NULL,3146,7226
University of Baltimore,Baltimore,MD,39.305834,-76.616591,0.784,1020,8958,21076
Bowie State University,Bowie,MD,39.018185,-76.759721,0.3801,NULL,8234,18874
Capitol Technology University,Laurel,MD,39.046673,-76.850231,0.689,1070,25540,25540
Cecil College,North East,MD,39.642225,-75.955949,NULL,NULL,4500,9210
College of Southern Maryland,La Plata,MD,38.55895,-77.009245,NULL,NULL,3825,8580
Chesapeake College,Wye Mills,MD,38.952193,-76.083668,NULL,NULL,3818,7328
Washington Adventist University,Takoma Park,MD,38.986349,-77.000608,0.5194,958,23900,23900
Coppin State University,Baltimore,MD,39.311258,-76.658687,0.3821,958,8873,15144
Delmarva Beauty Academy,Salisbury,MD,38.339006,-75.601701,NULL,NULL,NULL,NULL
North American Trade Schools,Baltimore,MD,39.309556,-76.749455,NULL,NULL,NULL,NULL
Frederick Community College,Frederick,MD,39.452241,-77.417849,NULL,NULL,3578,9314
Frostburg State University,Frostburg,MD,39.650918,-78.934293,0.7831,1025,9172,22892
Garrett College,McHenry,MD,39.560493,-79.342923,NULL,NULL,4088,9212
Goucher College,Baltimore,MD,39.410175,-76.594843,0.8041,NULL,44300,44300
Purdue University Global-Hagerstown,Hagerstown,MD,39.6729,-77.722799,NULL,NULL,14343,14343
Hagerstown Community College,Hagerstown,MD,39.631009,-77.667379,NULL,NULL,4260,8160
Harford Community College,Bel Air,MD,39.56131,-76.282845,NULL,NULL,3715,8060
Hood College,Frederick,MD,39.420631,-77.419049,0.7138,NULL,39492,39492
Howard Community College,Columbia,MD,39.213636,-76.877964,NULL,NULL,3936,7248
Aveda Institute-Maryland,Bel Air,MD,39.531933,-76.349927,NULL,NULL,NULL,NULL
Johns Hopkins University,Baltimore,MD,39.328977,-76.621595,0.1148,1513,53740,53740
Lincoln College of Technology-Columbia,Columbia,MD,39.174673,-76.836463,NULL,NULL,NULL,NULL
Loyola University Maryland,Baltimore,MD,39.346358,-76.621872,0.7874,NULL,48920,48920
University of Maryland Global Campus,Adelphi,MD,38.912706,-76.847584,NULL,NULL,7416,12336
University of Maryland Baltimore,Baltimore,MD,39.286864,-76.623983,NULL,NULL,NULL,NULL
University of Maryland-Baltimore County,Baltimore,MD,39.256686,-76.711607,0.5794,1274,11778,26872
University of Maryland-College Park,College Park,MD,38.988178,-76.944721,0.4716,1390,10595,35216
Maryland Institute College of Art,Baltimore,MD,39.308792,-76.621033,0.6426,1178,48630,48630
University of Maryland Eastern Shore,Princess Anne,MD,38.207386,-75.686852,0.5411,960,8302,18508
Fortis Institute-Towson,Towson,MD,39.403271,-76.604593,NULL,NULL,NULL,NULL
Montgomery Beauty School,Silver Spring,MD,38.999622,-77.001966,NULL,NULL,NULL,NULL
Montgomery College,Rockville,MD,39.098656,-77.15929,NULL,NULL,5178,13602
Morgan State University,Baltimore,MD,39.344161,-76.585565,0.6625,998,7900,18167
Mount St. Mary's University,Emmitsburg,MD,39.681705,-77.351887,0.6813,1104,41350,41350
Ner Israel Rabbinical College,Baltimore,MD,39.388021,-76.753526,0.8409,NULL,12400,12400
Hair Academy Inc-New Carrollton,New Carrollton,MD,38.956205,-76.869467,NULL,NULL,NULL,NULL
Notre Dame of Maryland University,Baltimore,MD,39.350612,-76.619739,0.8763,1069,36900,36900
Prince George's Community College,Largo,MD,38.888689,-76.824623,NULL,NULL,3770,8498
Robert Paul Academy of Cosmetology Arts & Sciences,Timonium,MD,39.4448,-76.624983,NULL,NULL,NULL,NULL
Maryland Beauty Academy of Essex,Baltimore,MD,39.29844,-76.509213,NULL,NULL,NULL,NULL
Salisbury University,Salisbury,MD,38.34648,-75.604815,0.6217,NULL,9824,19526
St. Mary's College of Maryland,St. Mary's City,MD,38.190904,-76.429097,0.8006,1188,14806,30568
St. John's College,Annapolis,MD,38.981598,-76.491359,0.5761,1331,53343,53343
Towson University,Towson,MD,39.393622,-76.611164,0.79,1131,9940,23208
Maryland University of Integrative Health,Laurel,MD,39.165872,-76.888025,NULL,NULL,NULL,NULL
United States Naval Academy,Annapolis,MD,38.980507,-76.481692,0.0854,1301,NULL,NULL
Stevenson University,Stevenson,MD,39.421988,-76.702092,0.7316,1113,36242,36242
Washington College,Chestertown,MD,39.217329,-76.06878,0.6357,NULL,46978,46978
McDaniel College,Westminster,MD,39.584231,-77.001992,0.6431,1151,43260,43260
Wor-Wic Community College,Salisbury,MD,38.373723,-75.499659,NULL,NULL,3240,7704
Hult International Business School,Cambridge,MA,42.369968,-71.070645,0.5709,NULL,40650,40650
New England College of Business and Finance,Boston,MA,42.353619,-71.056671,NULL,NULL,12120,12120
American International College,Springfield,MA,42.112346,-72.558338,0.6839,1010,35680,35680
Amherst College,Amherst,MA,42.372459,-72.518493,0.1281,1449,56426,56426
Andover Newton Theological School,Lexington,MA,41.323386,-72.92138,NULL,NULL,NULL,NULL
Anna Maria College,Paxton,MA,42.330542,-71.91896,0.7362,NULL,37860,37860
Assabet Valley Regional Technical School,Marlborough,MA,42.36775,-71.567281,0.4516,NULL,NULL,NULL
Assumption College,Worcester,MA,42.294226,-71.828991,0.8107,NULL,40958,40958
Babson College,Wellesley,MA,42.297017,-71.264057,0.2441,1367,51104,51104
Bancroft School of Massage Therapy,Worcester,MA,42.268973,-71.778113,NULL,NULL,NULL,NULL
Boston Baptist College,Boston,MA,42.254037,-71.1103,0.7727,1010,12600,12600
Bay Path University,Longmeadow,MA,42.055088,-72.583382,0.6041,NULL,34225,34225
Bay State College,Boston,MA,42.350966,-71.071615,0.6927,NULL,22320,22320
Bay State School of Technology,Canton,MA,42.179506,-71.114231,NULL,NULL,NULL,NULL
Becker College,Worcester,MA,42.269171,-71.811894,0.6634,1087,39200,39200
Bentley University,Waltham,MA,42.385995,-71.222839,0.4321,1338,49880,49880
Berklee College of Music,Boston,MA,42.346646,-71.089405,0.4764,NULL,44140,44140
Berkshire Community College,Pittsfield,MA,42.45975,-73.314704,NULL,NULL,5492,11068
Empire Beauty School-Boston,Boston,MA,42.354683,-71.062722,NULL,NULL,NULL,NULL
Boston Architectural College,Boston,MA,42.348467,-71.085786,NULL,NULL,21924,21924
Boston Graduate School of Psychoanalysis Inc,Brookline,MA,42.33912,-71.133151,NULL,NULL,NULL,NULL
Boston College,Chestnut Hill,MA,42.336213,-71.169242,0.2789,1429,55464,55464
Boston University,Boston,MA,42.351118,-71.107942,0.2209,1420,53948,53948
Brandeis University,Waltham,MA,42.365727,-71.260155,0.3115,1398,55395,55395
Bridgewater State University,Bridgewater,MA,41.98749,-70.974553,0.9014,1073,10367,16507
Bristol Community College,Fall River,MA,41.721994,-71.119133,NULL,NULL,4776,9720
Signature Healthcare Brockton Hospital School of Nursing,Brockton,MA,42.088032,-70.992764,0.4737,NULL,NULL,NULL
Bunker Hill Community College,Boston,MA,42.374806,-71.069263,NULL,NULL,4464,9408
Cambridge College,Boston,MA,42.381091,-71.072646,NULL,NULL,15588,15588
Cape Cod Community College,West Barnstable,MA,41.691911,-70.337334,NULL,NULL,5064,10008
Catherine Hinds Institute of Esthetics,Woburn,MA,42.493212,-71.13715,NULL,NULL,NULL,NULL
Laboure College,Milton,MA,42.260866,-71.058279,0.1807,NULL,36962,36962
Clark University,Worcester,MA,42.249987,-71.823356,0.5939,NULL,45730,45730
Conway School of Landscape Design,Northampton,MA,42.313857,-72.64875,NULL,NULL,NULL,NULL
Curry College,Milton,MA,42.238061,-71.116539,0.9271,1026,40070,40070
Lincoln Technical Institute-Somerville,Somerville,MA,42.390826,-71.082082,NULL,NULL,NULL,NULL
Dean College,Franklin,MA,42.085634,-71.397813,0.8286,1018,39434,39434
Diman Regional Technical Institute,Fall River,MA,41.699857,-71.124742,0.4688,NULL,NULL,NULL
National Aviation Academy of New England,Concord,MA,42.462164,-71.387244,NULL,NULL,NULL,NULL
Eastern Nazarene College,Quincy,MA,42.271228,-71.011079,0.6368,1054,25598,25598
Emerson College,Boston,MA,42.352202,-71.065384,0.3564,1307,46852,46852
Emmanuel College,Boston,MA,42.340602,-71.103634,0.77,1195,39804,39804
Endicott College,Beverly,MA,42.553296,-70.840847,0.8049,NULL,33050,33050
Rob Roy Academy-Fall River,Fall River,MA,41.698905,-71.157664,NULL,NULL,NULL,NULL
Fisher College,Boston,MA,42.355253,-71.074125,0.6728,NULL,31384,31384
Fitchburg State University,Fitchburg,MA,42.588298,-71.789666,0.8689,1078,10354,16434
Framingham State University,Framingham,MA,42.297116,-71.437565,0.7329,1046,10520,16600
Benjamin Franklin Institute of Technology,Boston,MA,42.346023,-71.070231,NULL,NULL,17550,17550
Gordon College,Wenham,MA,42.590567,-70.82151,0.7547,1184,37400,37400
Gordon-Conwell Theological Seminary,South Hamilton,MA,42.613475,-70.846387,NULL,NULL,NULL,NULL
Greenfield Community College,Greenfield,MA,42.599512,-72.630977,NULL,NULL,5570,11690
Hampshire College,Amherst,MA,42.325852,-72.531469,0.6285,NULL,51668,51668
Harvard University,Cambridge,MA,42.374471,-71.118313,0.0473,1520,50420,50420
Hebrew College,Newton Centre,MA,42.325677,-71.189226,NULL,NULL,NULL,NULL
Hellenic College-Holy Cross Greek Orthodox School of Theology,Brookline,MA,42.317018,-71.129418,0.4146,NULL,22490,22490
College of the Holy Cross,Worcester,MA,42.23752,-71.808214,0.3801,NULL,52770,52770
Holyoke Community College,Holyoke,MA,42.194781,-72.651252,NULL,NULL,4902,9846
Lasell University,Newton,MA,42.342148,-71.24347,0.7978,1074,36000,36000
Lawrence Memorial Hospital School of Nursing,Medford,MA,42.42581,-71.110958,NULL,NULL,28432,28432
Lesley University,Cambridge,MA,42.38012,-71.117303,0.7572,1128,27975,27975
Longy School of Music of Bard College,Cambridge,MA,42.378657,-71.123479,0.9063,NULL,42865,42865
Lowell Academy Hairstyling Institute,Lowell,MA,42.643609,-71.308309,NULL,NULL,NULL,NULL
University of Massachusetts-Lowell,Lowell,MA,42.652864,-71.326809,0.7183,1240,15180,32827
University of Massachusetts-Amherst,Amherst,MA,42.385999,-72.526728,0.5992,1302,15887,34570
University of Massachusetts-Boston,Boston,MA,42.312881,-71.036865,0.7761,NULL,14167,33966
Massachusetts Bay Community College,Wellesley Hills,MA,42.312292,-71.263821,NULL,NULL,5088,10032
MCPHS University,Boston,MA,42.336825,-71.101244,0.9348,1144,33620,33620
Massachusetts College of Art and Design,Boston,MA,42.336862,-71.099275,0.6719,NULL,13200,36400
Massachusetts Institute of Technology,Cambridge,MA,42.359243,-71.093226,0.0674,1545,51832,51832
Massachusetts Maritime Academy,Buzzards Bay,MA,41.739072,-70.624084,0.8905,1127,9728,26106
University of Massachusetts Medical School Worcester,Worcester,MA,42.278002,-71.762144,NULL,NULL,NULL,NULL
William James College,Newton,MA,42.294995,-71.203256,NULL,NULL,NULL,NULL
Massachusetts School of Barbering,Quincy,MA,42.247457,-71.001891,NULL,NULL,NULL,NULL
Massasoit Community College,Brockton,MA,42.07507,-70.989799,NULL,NULL,4824,9768
Merrimack College,North Andover,MA,42.668344,-71.124216,0.8276,NULL,41760,41760
MGH Institute of Health Professions,Boston,MA,42.375018,-71.054002,NULL,NULL,NULL,NULL
Middlesex Community College,Bedford,MA,42.524328,-71.274931,NULL,NULL,6110,12062
Montserrat College of Art,Beverly,MA,42.550212,-70.876131,NULL,NULL,33400,33400
Mount Holyoke College,South Hadley,MA,42.256838,-72.575511,0.5091,1395,49998,49998
Mount Wachusett Community College,Gardner,MA,42.593142,-71.984148,NULL,NULL,5548,10468
Rob Roy Academy-New Bedford,New Bedford,MA,41.671921,-70.925187,NULL,NULL,NULL,NULL
The New England Conservatory of Music,Boston,MA,42.340946,-71.08629,0.3647,NULL,48750,48750
New England College of Optometry,Boston,MA,42.351853,-71.086829,NULL,NULL,NULL,NULL
New England Law-Boston,Boston,MA,42.350833,-71.0665,NULL,NULL,NULL,NULL
New England School of Photography,Waltham,MA,42.371534,-71.23665,0.7708,NULL,24200,24200
Newbury College,Brookline,MA,42.331032,-71.142082,0.7676,NULL,35540,35540
Nichols College,Dudley,MA,42.044033,-71.930283,0.8226,NULL,35000,35000
Massachusetts College of Liberal Arts,North Adams,MA,42.691361,-73.102817,0.7369,1112,10559,19504
North Bennet Street School,Boston,MA,42.36279,-71.05452,NULL,NULL,NULL,NULL
North Shore Community College,Danvers,MA,42.590103,-70.968044,NULL,NULL,5184,10752
Northeastern University,Boston,MA,42.339992,-71.088782,0.1934,1466,51522,51522
Northern Essex Community College,Haverhill,MA,42.796634,-71.04904,NULL,NULL,5136,10920
College of Our Lady of the Elms,Chicopee,MA,42.141781,-72.60154,0.6747,1070,35788,35788
Pine Manor College,Chestnut Hill,MA,42.320827,-71.156464,0.4105,NULL,31660,31660
Pope St John XXIII National Seminary,Weston,MA,42.339408,-71.311059,NULL,NULL,NULL,NULL
Quincy College,Quincy,MA,42.252416,-71.003476,NULL,NULL,6518,6518
Quinsigamond Community College,Worcester,MA,42.31379,-71.79503,NULL,NULL,5586,10530
Regis College,Weston,MA,42.351291,-71.310561,0.7753,NULL,41015,41015
Roxbury Community College,Roxbury Crossing,MA,42.329249,-71.09549,NULL,NULL,5848,11152
Saint John's Seminary,Brighton,MA,42.344146,-71.161998,NULL,NULL,24915,24915
Salem State University,Salem,MA,42.503575,-70.890234,0.847,1065,10642,17082
Salter College-West Boylston,West Boylston,MA,42.351715,-71.787799,NULL,NULL,NULL,NULL
Simmons University,Boston,MA,42.3393,-71.099967,0.6972,1228,40850,40850
Bard College at Simon's Rock,Great Barrington,MA,42.208803,-73.379201,0.8078,NULL,55082,55082
Smith College,Northampton,MA,42.318111,-72.638097,0.3095,NULL,52404,52404
Southeastern Technical Institute,South Easton,MA,42.010312,-71.081227,0.378,NULL,NULL,NULL
Springfield College,Springfield,MA,42.101576,-72.556751,0.6317,1156,37444,37444
Springfield Technical Community College,Springfield,MA,42.108827,-72.578514,NULL,NULL,5088,10296
University of Massachusetts-Dartmouth,North Dartmouth,MA,41.62869,-71.004552,0.7754,1093,13921,29141
Stonehill College,Easton,MA,42.05905,-71.080632,0.6957,NULL,42746,42746
Suffolk University,Boston,MA,42.357945,-71.060917,0.8533,1131,38566,38566
Rob Roy Academy-Taunton,Taunton,MA,41.901945,-71.091966,NULL,NULL,NULL,NULL
Tufts University,Medford,MA,42.40855,-71.118293,0.1462,1461,56382,56382
Wellesley College,Wellesley,MA,42.291554,-71.306605,0.1954,1435,53732,53732
Wentworth Institute of Technology,Boston,MA,42.336632,-71.094983,0.7604,1183,33950,33950
Western New England University,Springfield,MA,42.115017,-72.520466,0.8537,1160,36804,36804
Westfield State University,Westfield,MA,42.132698,-72.796503,0.8605,1086,10429,16509
Wheaton College,Norton,MA,41.966637,-71.183979,0.6984,1280,52626,52626
Williams College,Williamstown,MA,42.712725,-73.203132,0.1297,1490,55450,55450
Worcester Polytechnic Institute,Worcester,MA,42.274853,-71.808339,0.4159,NULL,50530,50530
Worcester State University,Worcester,MA,42.267526,-71.844018,0.7785,NULL,10161,16241
Adrian College,Adrian,MI,41.898591,-84.061481,0.6481,1072,37087,37087
